World generation
4508 [[45, 8], False, False, False, False]
4509 [[45, 9], False, False, False, False]
4510 [[45, 10], False, False, False, False]
4511 [[45, 11], False, False, False, False]
4512 [[45, 12], False, False, False, False]
4513 [[45, 13], False, False, False, False]
4514 [[45, 14], False, False, False, False]
4515 [[45, 15], False, False, False, False]
4516 [[45, 16], False, False, False, False]
4517 [[45, 17], False, False, False, False]
4518 [[45, 18], False, False, False, False]
4519 [[45, 19], False, False, False, False]
4520 [[45, 20], False, False, False, False]
4521 [[45, 21], False, False, False, False]
4522 [[45, 22], False, False, False, False]
4523 [[45, 23], False, False, False, False]
4524 [[45, 24], False, False, False, False]
4525 [[45, 25], False, False, False, False]
4526 [[45, 26], False, False, False, False]
4527 [[45, 27], False, False, False, False]
4528 [[45, 28], False, False, False, False]
4529 [[45, 29], False, False, False, False]
4530 [[45, 30], False, False, False, False]
4531 [[45, 31], False, False, False, False]
4532 [[45, 32], False, False, False, False]
4533 [[45, 33], False, False, False, False]
4534 [[45, 34], False, False, False, False]
4535 [[45, 35], False, False, False, False]
4536 [[45, 36], False, False, False, False]
4537 [[45, 37], False, False, False, False]
4538 [[45, 38], False, False, False, False]
4539 [[45, 39], False, False, False, False]
4540 [[45, 40], False, False, False, False]
4541 [[45, 41], False, False, False, False]
4542 [[45, 42], False, False, False, False]
4543 [[45, 43], False, False, False, False]
4544 [[45, 44], False, False, False, False]
4545 [[45, 45], False, False, False, False]
4546 [[45, 46], False, False, False, False]
4547 [[45, 47], False, False, False, False]
4548 [[45, 48], False, False, False, False]
4549 [[45, 49], False, False, False, False]
4550 [[45, 50], False, False, False, False]
4551 [[45, 51], False, False, False, False]
4552 [[45, 52], False, False, False, False]
4553 [[45, 53], False, False, False, False]
4554 [[45, 54], False, False, False, False]
4555 [[45, 55], False, False, False, False]
4556 [[45, 56], False, False, False, False]
4557 [[45, 57], False, False, False, False]
4558 [[45, 58], False, False, False, False]
4559 [[45, 59], False, False, False, False]
4560 [[45, 60], False, False, False, False]
4561 [[45, 61], False, False, False, False]
4562 [[45, 62], False, False, False, False]
4563 [[45, 63], False, False, False, False]
4564 [[45, 64], False, False, False, False]
4565 [[45, 65], False, False, False, False]
4566 [[45, 66], False, False, False, False]
4567 [[45, 67], False, False, False, False]
4568 [[45, 68], False, False, False, False]
4569 [[45, 69], False, False, False, False]
4570 [[45, 70], False, False, False, False]
4571 [[45, 71], False, False, False, False]
4572 [[45, 72], False, False, False, False]
4573 [[45, 73], False, False, False, False]
4574 [[45, 74], False, False, False, False]
4575 [[45, 75], False, False, False, False]
4576 [[45, 76], False, False, False, False]
4577 [[45, 77], False, False, False, False]
4578 [[45, 78], False, False, False, False]
4579 [[45, 79], False, False, False, False]
4580 [[45, 80], False, False, False, False]
4581 [[45, 81], False, False, False, False]
4582 [[45, 82], False, False, False, False]
4583 [[45, 83], False, False, False, False]
4584 [[45, 84], False, False, False, False]
4585 [[45, 85], False, False, False, False]
4586 [[45, 86], False, False, False, False]
4587 [[45, 87], False, False, False, False]
4588 [[45, 88], False, False, False, False]
4589 [[45, 89], False, False, False, False]
4590 [[45, 90], False, False, False, False]
4591 [[45, 91], False, False, False, False]
4592 [[45, 92], False, False, False, False]
4593 [[45, 93], False, False, False, False]
4594 [[45, 94], False, False, False, False]
4595 [[45, 95], False, False, False, False]
4596 [[45, 96], False, False, False, False]
4597 [[45, 97], False, False, False, False]
4598 [[45, 98], False, False, False, False]
4599 [[45, 99], False, False, False, False]
4600 [[46, 0], False, False, False, False]
4601 [[46, 1], False, False, False, False]
4602 [[46, 2], False, False, False, False]
4603 [[46, 3], False, False, False, False]
4604 [[46, 4], False, False, False, False]
4605 [[46, 5], False, False, False, False]
4606 [[46, 6], False, False, False, False]
4607 [[46, 7], False, False, False, False]
4608 [[46, 8], False, False, False, False]
4609 [[46, 9], False, False, False, False]
4610 [[46, 10], False, False, False, False]
4611 [[46, 11], False, False, False, False]
4612 [[46, 12], False, False, False, False]
4613 [[46, 13], False, False, False, False]
4614 [[46, 14], False, False, False, False]
4615 [[46, 15], False, False, False, False]
4616 [[46, 16], False, False, False, False]
4617 [[46, 17], False, False, False, False]
4618 [[46, 18], False, False, False, False]
4619 [[46, 19], False, False, False, False]
4620 [[46, 20], False, False, False, False]
4621 [[46, 21], False, False, False, False]
4622 [[46, 22], False, False, False, False]
4623 [[46, 23], False, False, False, False]
4624 [[46, 24], False, False, False, False]
4625 [[46, 25], False, False, False, False]
4626 [[46, 26], False, False, False, False]
4627 [[46, 27], False, False, False, False]
4628 [[46, 28], False, False, False, False]
4629 [[46, 29], False, False, False, False]
4630 [[46, 30], False, False, False, False]
4631 [[46, 31], False, False, False, False]
4632 [[46, 32], False, False, False, False]
4633 [[46, 33], False, False, False, False]
4634 [[46, 34], False, False, False, False]
4635 [[46, 35], False, False, False, False]
4636 [[46, 36], False, False, False, False]
4637 [[46, 37], False, False, False, False]
4638 [[46, 38], False, False, False, False]
4639 [[46, 39], False, False, False, False]
4640 [[46, 40], False, False, False, False]
4641 [[46, 41], False, False, False, False]
4642 [[46, 42], False, False, False, False]
4643 [[46, 43], False, False, False, False]
4644 [[46, 44], False, False, False, False]
4645 [[46, 45], False, False, False, False]
4646 [[46, 46], False, False, False, False]
4647 [[46, 47], False, False, False, False]
4648 [[46, 48], False, False, False, False]
4649 [[46, 49], False, False, False, False]
4650 [[46, 50], False, False, False, False]
4651 [[46, 51], False, False, False, False]
4652 [[46, 52], False, False, False, False]
4653 [[46, 53], False, False, False, False]
4654 [[46, 54], False, False, False, False]
4655 [[46, 55], False, False, False, False]
4656 [[46, 56], False, False, False, False]
4657 [[46, 57], False, False, False, False]
4658 [[46, 58], False, False, False, False]
4659 [[46, 59], False, False, False, False]
4660 [[46, 60], False, False, False, False]
4661 [[46, 61], False, False, False, False]
4662 [[46, 62], False, False, False, False]
4663 [[46, 63], False, False, False, False]
4664 [[46, 64], False, False, False, False]
4665 [[46, 65], False, False, False, False]
4666 [[46, 66], False, False, False, False]
4667 [[46, 67], False, False, False, False]
4668 [[46, 68], False, False, False, False]
4669 [[46, 69], False, False, False, False]
4670 [[46, 70], False, False, False, False]
4671 [[46, 71], False, False, False, False]
4672 [[46, 72], False, False, False, False]
4673 [[46, 73], False, False, False, False]
4674 [[46, 74], False, False, False, False]
4675 [[46, 75], False, False, False, False]
4676 [[46, 76], False, False, False, False]
4677 [[46, 77], False, False, False, False]
4678 [[46, 78], False, False, False, False]
4679 [[46, 79], False, False, False, False]
4680 [[46, 80], False, False, False, False]
4681 [[46, 81], False, False, False, False]
4682 [[46, 82], False, False, False, False]
4683 [[46, 83], False, False, False, False]
4684 [[46, 84], False, False, False, False]
4685 [[46, 85], False, False, False, False]
4686 [[46, 86], False, False, False, False]
4687 [[46, 87], False, False, False, False]
4688 [[46, 88], False, False, False, False]
4689 [[46, 89], False, False, False, False]
4690 [[46, 90], False, False, False, False]
4691 [[46, 91], False, False, False, False]
4692 [[46, 92], False, False, False, False]
4693 [[46, 93], False, False, False, False]
4694 [[46, 94], False, False, False, False]
4695 [[46, 95], False, False, False, False]
4696 [[46, 96], False, False, False, False]
4697 [[46, 97], False, False, False, False]
4698 [[46, 98], False, False, False, False]
4699 [[46, 99], False, False, False, False]
4700 [[47, 0], False, False, False, False]
4701 [[47, 1], False, False, False, False]
4702 [[47, 2], False, False, False, False]
4703 [[47, 3], False, False, False, False]
4704 [[47, 4], False, False, False, False]
4705 [[47, 5], False, False, False, False]
4706 [[47, 6], False, False, False, False]
4707 [[47, 7], False, False, False, False]
4708 [[47, 8], False, False, False, False]
4709 [[47, 9], False, False, False, False]
4710 [[47, 10], False, False, False, False]
4711 [[47, 11], False, False, False, False]
4712 [[47, 12], False, False, False, False]
4713 [[47, 13], False, False, False, False]
4714 [[47, 14], False, False, False, False]
4715 [[47, 15], False, False, False, False]
4716 [[47, 16], False, False, False, False]
4717 [[47, 17], False, False, False, False]
4718 [[47, 18], False, False, False, False]
4719 [[47, 19], False, False, False, False]
4720 [[47, 20], False, False, False, False]
4721 [[47, 21], False, False, False, False]
4722 [[47, 22], False, False, False, False]
4723 [[47, 23], False, False, False, False]
4724 [[47, 24], False, False, False, False]
4725 [[47, 25], False, False, False, False]
4726 [[47, 26], False, False, False, False]
4727 [[47, 27], False, False, False, False]
4728 [[47, 28], False, False, False, False]
4729 [[47, 29], False, False, False, False]
4730 [[47, 30], False, False, False, False]
4731 [[47, 31], False, False, False, False]
4732 [[47, 32], False, False, False, False]
4733 [[47, 33], False, False, False, False]
4734 [[47, 34], False, False, False, False]
4735 [[47, 35], False, False, False, False]
4736 [[47, 36], False, False, False, False]
4737 [[47, 37], False, False, False, False]
4738 [[47, 38], False, False, False, False]
4739 [[47, 39], False, False, False, False]
4740 [[47, 40], False, False, False, False]
4741 [[47, 41], False, False, False, False]
4742 [[47, 42], False, False, False, False]
4743 [[47, 43], False, False, False, False]
4744 [[47, 44], False, False, False, False]
4745 [[47, 45], False, False, False, False]
4746 [[47, 46], False, False, False, False]
4747 [[47, 47], False, False, False, False]
4748 [[47, 48], False, False, False, False]
4749 [[47, 49], False, False, False, False]
4750 [[47, 50], False, False, False, False]
4751 [[47, 51], False, False, False, False]
4752 [[47, 52], False, False, False, False]
4753 [[47, 53], False, False, False, False]
4754 [[47, 54], False, False, False, False]
4755 [[47, 55], False, False, False, False]
4756 [[47, 56], False, False, False, False]
4757 [[47, 57], False, False, False, False]
4758 [[47, 58], False, False, False, False]
4759 [[47, 59], False, False, False, False]
4760 [[47, 60], False, False, False, False]
4761 [[47, 61], False, False, False, False]
4762 [[47, 62], False, False, False, False]
4763 [[47, 63], False, False, False, False]
4764 [[47, 64], False, False, False, False]
4765 [[47, 65], False, False, False, False]
4766 [[47, 66], False, False, False, False]
4767 [[47, 67], False, False, False, False]
4768 [[47, 68], False, False, False, False]
4769 [[47, 69], False, False, False, False]
4770 [[47, 70], False, False, False, False]
4771 [[47, 71], False, False, False, False]
4772 [[47, 72], False, False, False, False]
4773 [[47, 73], False, False, False, False]
4774 [[47, 74], False, False, False, False]
4775 [[47, 75], False, False, False, False]
4776 [[47, 76], False, False, False, False]
4777 [[47, 77], False, False, False, False]
4778 [[47, 78], False, False, False, False]
4779 [[47, 79], False, False, False, False]
4780 [[47, 80], False, False, False, False]
4781 [[47, 81], False, False, False, False]
4782 [[47, 82], False, False, False, False]
4783 [[47, 83], False, False, False, False]
4784 [[47, 84], False, False, False, False]
4785 [[47, 85], False, False, False, False]
4786 [[47, 86], False, False, False, False]
4787 [[47, 87], False, False, False, False]
4788 [[47, 88], False, False, False, False]
4789 [[47, 89], False, False, False, False]
4790 [[47, 90], False, False, False, False]
4791 [[47, 91], False, False, False, False]
4792 [[47, 92], False, False, False, False]
4793 [[47, 93], False, False, False, False]
4794 [[47, 94], False, False, False, False]
4795 [[47, 95], False, False, False, False]
4796 [[47, 96], False, False, False, False]
4797 [[47, 97], False, False, False, False]
4798 [[47, 98], False, False, False, False]
4799 [[47, 99], False, False, False, False]
4800 [[48, 0], False, False, False, False]
4801 [[48, 1], False, False, False, False]
4802 [[48, 2], False, False, False, False]
4803 [[48, 3], False, False, False, False]
4804 [[48, 4], False, False, False, False]
4805 [[48, 5], False, False, False, False]
4806 [[48, 6], False, False, False, False]
4807 [[48, 7], False, False, False, False]
4808 [[48, 8], False, False, False, False]
4809 [[48, 9], False, False, False, False]
4810 [[48, 10], False, False, False, False]
4811 [[48, 11], False, False, False, False]
4812 [[48, 12], False, False, False, False]
4813 [[48, 13], False, False, False, False]
4814 [[48, 14], False, False, False, False]
4815 [[48, 15], False, False, False, False]
4816 [[48, 16], False, False, False, False]
4817 [[48, 17], False, False, False, False]
4818 [[48, 18], False, False, False, False]
4819 [[48, 19], False, False, False, False]
4820 [[48, 20], False, False, False, False]
4821 [[48, 21], False, False, False, False]
4822 [[48, 22], False, False, False, False]
4823 [[48, 23], False, False, False, False]
4824 [[48, 24], False, False, False, False]
4825 [[48, 25], False, False, False, False]
4826 [[48, 26], False, False, False, False]
4827 [[48, 27], False, False, False, False]
4828 [[48, 28], False, False, False, False]
4829 [[48, 29], False, False, False, False]
4830 [[48, 30], False, False, False, False]
4831 [[48, 31], False, False, False, False]
4832 [[48, 32], False, False, False, False]
4833 [[48, 33], False, False, False, False]
4834 [[48, 34], False, False, False, False]
4835 [[48, 35], False, False, False, False]
4836 [[48, 36], False, False, False, False]
4837 [[48, 37], False, False, False, False]
4838 [[48, 38], False, False, False, False]
4839 [[48, 39], False, False, False, False]
4840 [[48, 40], False, False, False, False]
4841 [[48, 41], False, False, False, False]
4842 [[48, 42], False, False, False, False]
4843 [[48, 43], False, False, False, False]
4844 [[48, 44], False, False, False, False]
4845 [[48, 45], False, False, False, False]
4846 [[48, 46], False, False, False, False]
4847 [[48, 47], False, False, False, False]
4848 [[48, 48], False, False, False, False]
4849 [[48, 49], False, False, False, False]
4850 [[48, 50], False, False, False, False]
4851 [[48, 51], False, False, False, False]
4852 [[48, 52], False, False, False, False]
4853 [[48, 53], False, False, False, False]
4854 [[48, 54], False, False, False, False]
4855 [[48, 55], False, False, False, False]
4856 [[48, 56], False, False, False, False]
4857 [[48, 57], False, False, False, False]
4858 [[48, 58], False, False, False, False]
4859 [[48, 59], False, False, False, False]
4860 [[48, 60], False, False, False, False]
4861 [[48, 61], False, False, False, False]
4862 [[48, 62], False, False, False, False]
4863 [[48, 63], False, False, False, False]
4864 [[48, 64], False, False, False, False]
4865 [[48, 65], False, False, False, False]
4866 [[48, 66], False, False, False, False]
4867 [[48, 67], False, False, False, False]
4868 [[48, 68], False, False, False, False]
4869 [[48, 69], False, False, False, False]
4870 [[48, 70], False, False, False, False]
4871 [[48, 71], False, False, False, False]
4872 [[48, 72], False, False, False, False]
4873 [[48, 73], False, False, False, False]
4874 [[48, 74], False, False, False, False]
4875 [[48, 75], False, False, False, False]
4876 [[48, 76], False, False, False, False]
4877 [[48, 77], False, False, False, False]
4878 [[48, 78], False, False, False, False]
4879 [[48, 79], False, False, False, False]
4880 [[48, 80], False, False, False, False]
4881 [[48, 81], False, False, False, False]
4882 [[48, 82], False, False, False, False]
4883 [[48, 83], False, False, False, False]
4884 [[48, 84], False, False, False, False]
4885 [[48, 85], False, False, False, False]
4886 [[48, 86], False, False, False, False]
4887 [[48, 87], False, False, False, False]
4888 [[48, 88], False, False, False, False]
4889 [[48, 89], False, False, False, False]
4890 [[48, 90], False, False, False, False]
4891 [[48, 91], False, False, False, False]
4892 [[48, 92], False, False, False, False]
4893 [[48, 93], False, False, False, False]
4894 [[48, 94], False, False, False, False]
4895 [[48, 95], False, False, False, False]
4896 [[48, 96], False, False, False, False]
4897 [[48, 97], False, False, False, False]
4898 [[48, 98], False, False, False, False]
4899 [[48, 99], False, False, False, False]
4900 [[49, 0], False, False, False, False]
4901 [[49, 1], False, False, False, False]
4902 [[49, 2], False, False, False, False]
4903 [[49, 3], False, False, False, False]
4904 [[49, 4], False, False, False, False]
4905 [[49, 5], False, False, False, False]
4906 [[49, 6], False, False, False, False]
4907 [[49, 7], False, False, False, False]
4908 [[49, 8], False, False, False, False]
4909 [[49, 9], False, False, False, False]
4910 [[49, 10], False, False, False, False]
4911 [[49, 11], False, False, False, False]
4912 [[49, 12], False, False, False, False]
4913 [[49, 13], False, False, False, False]
4914 [[49, 14], False, False, False, False]
4915 [[49, 15], False, False, False, False]
4916 [[49, 16], False, False, False, False]
4917 [[49, 17], False, False, False, False]
4918 [[49, 18], False, False, False, False]
4919 [[49, 19], False, False, False, False]
4920 [[49, 20], False, False, False, False]
4921 [[49, 21], False, False, False, False]
4922 [[49, 22], False, False, False, False]
4923 [[49, 23], False, False, False, False]
4924 [[49, 24], False, False, False, False]
4925 [[49, 25], False, False, False, False]
4926 [[49, 26], False, False, False, False]
4927 [[49, 27], False, False, False, False]
4928 [[49, 28], False, False, False, False]
4929 [[49, 29], False, False, False, False]
4930 [[49, 30], False, False, False, False]
4931 [[49, 31], False, False, False, False]
4932 [[49, 32], False, False, False, False]
4933 [[49, 33], False, False, False, False]
4934 [[49, 34], False, False, False, False]
4935 [[49, 35], False, False, False, False]
4936 [[49, 36], False, False, False, False]
4937 [[49, 37], False, False, False, False]
4938 [[49, 38], False, False, False, False]
4939 [[49, 39], False, False, False, False]
4940 [[49, 40], False, False, False, False]
4941 [[49, 41], False, False, False, False]
4942 [[49, 42], False, False, False, False]
4943 [[49, 43], False, False, False, False]
4944 [[49, 44], False, False, False, False]
4945 [[49, 45], False, False, False, False]
4946 [[49, 46], False, False, False, False]
4947 [[49, 47], False, False, False, False]
4948 [[49, 48], False, False, False, False]
4949 [[49, 49], False, False, False, False]
4950 [[49, 50], False, False, False, False]
4951 [[49, 51], False, False, False, False]
4952 [[49, 52], False, False, False, False]
4953 [[49, 53], False, False, False, False]
4954 [[49, 54], False, False, False, False]
4955 [[49, 55], False, False, False, False]
4956 [[49, 56], False, False, False, False]
4957 [[49, 57], False, False, False, False]
4958 [[49, 58], False, False, False, False]
4959 [[49, 59], False, False, False, False]
4960 [[49, 60], False, False, False, False]
4961 [[49, 61], False, False, False, False]
4962 [[49, 62], False, False, False, False]
4963 [[49, 63], False, False, False, False]
4964 [[49, 64], False, False, False, False]
4965 [[49, 65], False, False, False, False]
4966 [[49, 66], False, False, False, False]
4967 [[49, 67], False, False, False, False]
4968 [[49, 68], False, False, False, False]
4969 [[49, 69], False, False, False, False]
4970 [[49, 70], False, False, False, False]
4971 [[49, 71], False, False, False, False]
4972 [[49, 72], False, False, False, False]
4973 [[49, 73], False, False, False, False]
4974 [[49, 74], False, False, False, False]
4975 [[49, 75], False, False, False, False]
4976 [[49, 76], False, False, False, False]
4977 [[49, 77], False, False, False, False]
4978 [[49, 78], False, False, False, False]
4979 [[49, 79], False, False, False, False]
4980 [[49, 80], False, False, False, False]
4981 [[49, 81], False, False, False, False]
4982 [[49, 82], False, False, False, False]
4983 [[49, 83], False, False, False, False]
4984 [[49, 84], False, False, False, False]
4985 [[49, 85], False, False, False, False]
4986 [[49, 86], False, False, False, False]
4987 [[49, 87], False, False, False, False]
4988 [[49, 88], False, False, False, False]
4989 [[49, 89], False, False, False, False]
4990 [[49, 90], False, False, False, False]
4991 [[49, 91], False, False, False, False]
4992 [[49, 92], False, False, False, False]
4993 [[49, 93], False, False, False, False]
4994 [[49, 94], False, False, False, False]
4995 [[49, 95], False, False, False, False]
4996 [[49, 96], False, False, False, False]
4997 [[49, 97], False, False, False, False]
4998 [[49, 98], False, False, False, False]
4999 [[49, 99], False, False, False, False]
5000 [[50, 0], False, False, False, False]
5001 [[50, 1], False, False, False, False]
5002 [[50, 2], False, False, False, False]
5003 [[50, 3], False, False, False, False]
5004 [[50, 4], False, False, False, False]
5005 [[50, 5], False, False, False, False]
5006 [[50, 6], False, False, False, False]
5007 [[50, 7], False, False, False, False]
5008 [[50, 8], False, False, False, False]
5009 [[50, 9], False, False, False, False]
5010 [[50, 10], False, False, False, False]
5011 [[50, 11], False, False, False, False]
5012 [[50, 12], False, False, False, False]
5013 [[50, 13], False, False, False, False]
5014 [[50, 14], False, False, False, False]
5015 [[50, 15], False, False, False, False]
5016 [[50, 16], False, False, False, False]
5017 [[50, 17], False, False, False, False]
5018 [[50, 18], False, False, False, False]
5019 [[50, 19], False, False, False, False]
5020 [[50, 20], False, False, False, False]
5021 [[50, 21], False, False, False, False]
5022 [[50, 22], False, False, False, False]
5023 [[50, 23], False, False, False, False]
5024 [[50, 24], False, False, False, False]
5025 [[50, 25], False, False, False, False]
5026 [[50, 26], False, False, False, False]
5027 [[50, 27], False, False, False, False]
5028 [[50, 28], False, False, False, False]
5029 [[50, 29], False, False, False, False]
5030 [[50, 30], False, False, False, False]
5031 [[50, 31], False, False, False, False]
5032 [[50, 32], False, False, False, False]
5033 [[50, 33], False, False, False, False]
5034 [[50, 34], False, False, False, False]
5035 [[50, 35], False, False, False, False]
5036 [[50, 36], False, False, False, False]
5037 [[50, 37], False, False, False, False]
5038 [[50, 38], False, False, False, False]
5039 [[50, 39], False, False, False, False]
5040 [[50, 40], False, False, False, False]
5041 [[50, 41], False, False, False, False]
5042 [[50, 42], False, False, False, False]
5043 [[50, 43], False, False, False, False]
5044 [[50, 44], False, False, False, False]
5045 [[50, 45], False, False, False, False]
5046 [[50, 46], False, False, False, False]
5047 [[50, 47], False, False, False, False]
5048 [[50, 48], False, False, False, False]
5049 [[50, 49], False, False, False, False]
5050 [[50, 50], False, False, False, False]
5051 [[50, 51], False, False, False, False]
5052 [[50, 52], False, False, False, False]
5053 [[50, 53], False, False, False, False]
5054 [[50, 54], False, False, False, False]
5055 [[50, 55], False, False, False, False]
5056 [[50, 56], False, False, False, False]
5057 [[50, 57], False, False, False, False]
5058 [[50, 58], False, False, False, False]
5059 [[50, 59], False, False, False, False]
5060 [[50, 60], False, False, False, False]
5061 [[50, 61], False, False, False, False]
5062 [[50, 62], False, False, False, False]
5063 [[50, 63], False, False, False, False]
5064 [[50, 64], False, False, False, False]
5065 [[50, 65], False, False, False, False]
5066 [[50, 66], False, False, False, False]
5067 [[50, 67], False, False, False, False]
5068 [[50, 68], False, False, False, False]
5069 [[50, 69], False, False, False, False]
5070 [[50, 70], False, False, False, False]
5071 [[50, 71], False, False, False, False]
5072 [[50, 72], False, False, False, False]
5073 [[50, 73], False, False, False, False]
5074 [[50, 74], False, False, False, False]
5075 [[50, 75], False, False, False, False]
5076 [[50, 76], False, False, False, False]
5077 [[50, 77], False, False, False, False]
5078 [[50, 78], False, False, False, False]
5079 [[50, 79], False, False, False, False]
5080 [[50, 80], False, False, False, False]
5081 [[50, 81], False, False, False, False]
5082 [[50, 82], False, False, False, False]
5083 [[50, 83], False, False, False, False]
5084 [[50, 84], False, False, False, False]
5085 [[50, 85], False, False, False, False]
5086 [[50, 86], False, False, False, False]
5087 [[50, 87], False, False, False, False]
5088 [[50, 88], False, False, False, False]
5089 [[50, 89], False, False, False, False]
5090 [[50, 90], False, False, False, False]
5091 [[50, 91], False, False, False, False]
5092 [[50, 92], False, False, False, False]
5093 [[50, 93], False, False, False, False]
5094 [[50, 94], False, False, False, False]
5095 [[50, 95], False, False, False, False]
5096 [[50, 96], False, False, False, False]
5097 [[50, 97], False, False, False, False]
5098 [[50, 98], False, False, False, False]
5099 [[50, 99], False, False, False, False]
5100 [[51, 0], False, False, False, False]
5101 [[51, 1], False, False, False, False]
5102 [[51, 2], False, False, False, False]
5103 [[51, 3], False, False, False, False]
5104 [[51, 4], False, False, False, False]
5105 [[51, 5], False, False, False, False]
5106 [[51, 6], False, False, False, False]
5107 [[51, 7], False, False, False, False]
5108 [[51, 8], False, False, False, False]
5109 [[51, 9], False, False, False, False]
5110 [[51, 10], False, False, False, False]
5111 [[51, 11], False, False, False, False]
5112 [[51, 12], False, False, False, False]
5113 [[51, 13], False, False, False, False]
5114 [[51, 14], False, False, False, False]
5115 [[51, 15], False, False, False, False]
5116 [[51, 16], False, False, False, False]
5117 [[51, 17], False, False, False, False]
5118 [[51, 18], False, False, False, False]
5119 [[51, 19], False, False, False, False]
5120 [[51, 20], False, False, False, False]
5121 [[51, 21], False, False, False, False]
5122 [[51, 22], False, False, False, False]
5123 [[51, 23], False, False, False, False]
5124 [[51, 24], False, False, False, False]
5125 [[51, 25], False, False, False, False]
5126 [[51, 26], False, False, False, False]
5127 [[51, 27], False, False, False, False]
5128 [[51, 28], False, False, False, False]
5129 [[51, 29], False, False, False, False]
5130 [[51, 30], False, False, False, False]
5131 [[51, 31], False, False, False, False]
5132 [[51, 32], False, False, False, False]
5133 [[51, 33], False, False, False, False]
5134 [[51, 34], False, False, False, False]
5135 [[51, 35], False, False, False, False]
5136 [[51, 36], False, False, False, False]
5137 [[51, 37], False, False, False, False]
5138 [[51, 38], False, False, False, False]
5139 [[51, 39], False, False, False, False]
5140 [[51, 40], False, False, False, False]
5141 [[51, 41], False, False, False, False]
5142 [[51, 42], False, False, False, False]
5143 [[51, 43], False, False, False, False]
5144 [[51, 44], False, False, False, False]
5145 [[51, 45], False, False, False, False]
5146 [[51, 46], False, False, False, False]
5147 [[51, 47], False, False, False, False]
5148 [[51, 48], False, False, False, False]
5149 [[51, 49], False, False, False, False]
5150 [[51, 50], False, False, False, False]
5151 [[51, 51], False, False, False, False]
5152 [[51, 52], False, False, False, False]
5153 [[51, 53], False, False, False, False]
5154 [[51, 54], False, False, False, False]
5155 [[51, 55], False, False, False, False]
5156 [[51, 56], False, False, False, False]
5157 [[51, 57], False, False, False, False]
5158 [[51, 58], False, False, False, False]
5159 [[51, 59], False, False, False, False]
5160 [[51, 60], False, False, False, False]
5161 [[51, 61], False, False, False, False]
5162 [[51, 62], False, False, False, False]
5163 [[51, 63], False, False, False, False]
5164 [[51, 64], False, False, False, False]
5165 [[51, 65], False, False, False, False]
5166 [[51, 66], False, False, False, False]
5167 [[51, 67], False, False, False, False]
5168 [[51, 68], False, False, False, False]
5169 [[51, 69], False, False, False, False]
5170 [[51, 70], False, False, False, False]
5171 [[51, 71], False, False, False, False]
5172 [[51, 72], False, False, False, False]
5173 [[51, 73], False, False, False, False]
5174 [[51, 74], False, False, False, False]
5175 [[51, 75], False, False, False, False]
5176 [[51, 76], False, False, False, False]
5177 [[51, 77], False, False, False, False]
5178 [[51, 78], False, False, False, False]
5179 [[51, 79], False, False, False, False]
5180 [[51, 80], False, False, False, False]
5181 [[51, 81], False, False, False, False]
5182 [[51, 82], False, False, False, False]
5183 [[51, 83], False, False, False, False]
5184 [[51, 84], False, False, False, False]
5185 [[51, 85], False, False, False, False]
5186 [[51, 86], False, False, False, False]
5187 [[51, 87], False, False, False, False]
5188 [[51, 88], False, False, False, False]
5189 [[51, 89], False, False, False, False]
5190 [[51, 90], False, False, False, False]
5191 [[51, 91], False, False, False, False]
5192 [[51, 92], False, False, False, False]
5193 [[51, 93], False, False, False, False]
5194 [[51, 94], False, False, False, False]
5195 [[51, 95], False, False, False, False]
5196 [[51, 96], False, False, False, False]
5197 [[51, 97], False, False, False, False]
5198 [[51, 98], False, False, False, False]
5199 [[51, 99], False, False, False, False]
5200 [[52, 0], False, False, False, False]
5201 [[52, 1], False, False, False, False]
5202 [[52, 2], False, False, False, False]
5203 [[52, 3], False, False, False, False]
5204 [[52, 4], False, False, False, False]
5205 [[52, 5], False, False, False, False]
5206 [[52, 6], False, False, False, False]
5207 [[52, 7], False, False, False, False]
5208 [[52, 8], False, False, False, False]
5209 [[52, 9], False, False, False, False]
5210 [[52, 10], False, False, False, False]
5211 [[52, 11], False, False, False, False]
5212 [[52, 12], False, False, False, False]
5213 [[52, 13], False, False, False, False]
5214 [[52, 14], False, False, False, False]
5215 [[52, 15], False, False, False, False]
5216 [[52, 16], False, False, False, False]
5217 [[52, 17], False, False, False, False]
5218 [[52, 18], False, False, False, False]
5219 [[52, 19], False, False, False, False]
5220 [[52, 20], False, False, False, False]
5221 [[52, 21], False, False, False, False]
5222 [[52, 22], False, False, False, False]
5223 [[52, 23], False, False, False, False]
5224 [[52, 24], False, False, False, False]
5225 [[52, 25], False, False, False, False]
5226 [[52, 26], False, False, False, False]
5227 [[52, 27], False, False, False, False]
5228 [[52, 28], False, False, False, False]
5229 [[52, 29], False, False, False, False]
5230 [[52, 30], False, False, False, False]
5231 [[52, 31], False, False, False, False]
5232 [[52, 32], False, False, False, False]
5233 [[52, 33], False, False, False, False]
5234 [[52, 34], False, False, False, False]
5235 [[52, 35], False, False, False, False]
5236 [[52, 36], False, False, False, False]
5237 [[52, 37], False, False, False, False]
5238 [[52, 38], False, False, False, False]
5239 [[52, 39], False, False, False, False]
5240 [[52, 40], False, False, False, False]
5241 [[52, 41], False, False, False, False]
5242 [[52, 42], False, False, False, False]
5243 [[52, 43], False, False, False, False]
